living_area,land_area,quality_score,garage_capacity,garage_area,bathrooms,bedrooms,total_rooms,has_pool,has_gym,has_garden,has_garage,has_fireplace,sale_year,house_age_future,location,SalePrice
1628,8400,7,2,390,2,3,7,0,0,1,1,1,2024,28,Rural,189000
1746,14892,9,3,758,2,3,7,0,0,1,1,1,2024,18,Rural,377500
1474,8530,7,2,400,2,3,7,0,0,1,1,1,2024,29,Rural,168500
2522,7296,8,2,564,2,1,8,0,0,0,1,1,2024,20,Rural,375000
1659,5664,8,2,499,2,2,5,0,0,0,1,1,2024,24,Rural,278000
1478,7380,8,2,495,2,2,5,0,0,0,1,0,2024,26,Rural,240000
1734,8013,8,2,528,2,2,6,0,0,1,1,0,2024,29,Rural,239500
1382,8923,7,2,396,2,3,7,0,0,1,1,1,2024,26,Rural,177500
1718,10141,7,2,427,2,3,7,0,0,1,1,1,2024,26,Rural,185000
1636,7500,6,2,440,2,3,7,0,0,0,1,1,2024,26,Rural,191000
1571,7837,6,2,380,2,3,7,0,0,0,1,1,2024,31,Rural,178000
1470,9765,6,2,420,2,3,6,0,0,1,1,1,2024,31,Rural,185000
1516,8803,6,2,409,2,3,7,0,0,1,1,1,2024,30,Rural,181316
1190,7250,6,2,430,2,3,6,0,0,0,1,1,2024,31,Rural,166000
1593,9636,6,2,389,2,3,7,0,0,1,1,1,2024,32,Rural,178000
1481,8125,6,2,343,2,3,6,0,0,1,1,1,2024,30,Rural,174000
1167,9248,6,2,400,2,3,6,0,0,1,1,0,2024,32,Rural,173000
1983,10762,7,2,490,2,3,9,0,0,1,1,1,2024,25,Rural,225000
1442,11851,7,2,500,2,3,5,0,0,1,1,0,2024,34,Rural,180500
1360,5814,8,2,565,1,1,4,0,0,0,1,1,2024,40,Rural,187500
2234,17423,9,3,1166,2,1,9,0,0,1,1,1,2024,16,Rural,501837
2046,11844,8,3,834,2,3,7,0,0,1,1,1,2024,16,Rural,372500
1530,16158,7,2,430,2,3,7,0,0,1,1,1,2024,19,Rural,260000
1934,11900,5,2,567,2,3,6,0,0,1,1,1,2024,47,Rural,185000
2353,13005,7,2,484,2,4,10,0,0,1,1,1,2024,44,Rural,260000
1586,17043,6,2,435,2,3,7,0,0,1,1,1,2024,45,Rural,181000
1411,11900,7,2,544,2,3,6,0,0,1,1,1,2024,47,Rural,82500
1602,16635,6,2,529,2,3,8,0,0,1,1,1,2024,47,Rural,215000
2050,13250,7,2,529,2,4,8,0,0,1,1,1,2024,46,Rural,154000
1671,10928,6,2,484,2,3,7,0,0,1,1,1,2024,46,Rural,200000
2673,12388,7,2,441,2,4,9,0,0,1,1,1,2024,44,Rural,249000
1472,14115,7,2,588,2,3,6,0,0,1,1,1,2024,44,Rural,187500
1707,11088,6,2,479,2,3,7,0,0,1,1,1,2024,46,Rural,184000
2524,9600,8,2,542,2,4,9,0,0,1,1,1,2024,43,Rural,278000
1601,11880,7,2,478,2,3,7,0,0,1,1,1,2024,46,Rural,157000
1370,10400,7,2,479,2,3,6,0,0,1,1,1,2024,48,Rural,152000
1868,10304,5,2,484,2,4,9,0,0,1,1,1,2024,48,Rural,197500
1884,7000,7,2,581,2,3,7,0,0,0,1,1,2024,21,Rural,240900
1935,8004,8,2,552,2,3,8,0,0,1,1,0,2024,15,Rural,263435
1874,7500,8,2,588,2,3,7,0,0,0,1,1,2024,24,Rural,220000
1811,8470,8,2,565,2,3,7,0,0,1,1,1,2024,22,Rural,235000
1621,9373,5,2,478,2,3,7,0,0,1,1,1,2024,49,Rural,213000
1116,10140,6,2,528,2,3,6,0,0,1,1,1,2024,50,Rural,167900
1193,11050,7,2,506,2,3,5,0,0,1,1,1,2024,49,Rural,158000
1350,10140,6,2,478,2,3,7,0,0,1,1,1,2024,50,Rural,165000
2119,10448,6,2,583,2,3,7,0,0,1,1,1,2024,52,Rural,158000
1792,9000,5,0,0,2,4,8,0,0,1,0,0,2024,50,Rural,136000
1002,8750,5,2,902,1,3,5,0,0,1,1,0,2024,54,Rural,148500
1026,7930,6,2,440,1,3,5,0,0,0,1,0,2024,55,Rural,156000
1180,7830,5,2,477,1,2,6,0,0,0,1,0,2024,54,Rural,128000
1050,8510,5,1,336,1,3,6,0,0,1,1,0,2024,53,Rural,143000
864,7038,4,2,576,1,3,5,0,0,0,1,0,2024,54,Rural,76500
864,6960,4,2,660,1,3,5,0,0,0,1,0,2024,54,Rural,120500
864,8120,4,2,463,1,3,5,0,0,1,1,0,2024,54,Rural,124500
864,10500,4,2,576,1,2,4,0,0,1,1,0,2024,53,Rural,97000
864,9000,4,2,576,1,3,5,0,0,1,1,0,2024,53,Rural,130000
987,1680,6,1,264,1,2,5,0,1,0,1,0,2024,51,Urban,111000
1365,2368,5,2,440,1,3,7,1,1,0,1,0,2024,54,Urban,125000
1302,1680,5,1,280,2,3,6,1,1,0,1,0,2024,53,Urban,112000
987,1680,6,1,288,1,2,5,0,1,0,1,0,2024,52,Urban,97000
987,1680,6,1,264,1,2,5,0,1,0,1,0,2024,52,Urban,118000
1302,1680,5,1,264,2,3,6,1,1,0,1,0,2024,52,Urban,119500
958,4928,6,2,440,2,2,5,0,0,0,1,0,2024,48,Rural,143750
1548,2308,6,2,440,2,3,7,0,0,0,1,1,2024,48,Rural,146000
1456,2280,6,2,440,2,3,7,0,0,0,1,1,2024,48,Rural,148500
1055,2280,7,2,440,2,2,4,0,0,0,1,1,2024,49,Rural,123000
1322,2308,6,2,440,2,3,6,0,0,0,1,1,2024,50,Rural,147000
1456,2349,6,2,440,2,3,6,0,0,0,1,1,2024,47,Rural,137900
1548,2364,6,2,440,2,3,7,0,0,0,1,1,2024,46,Rural,147000
1441,2289,6,2,440,2,3,7,0,0,0,1,1,2024,46,Rural,148500
1456,2364,6,2,440,2,3,6,0,0,0,1,1,2024,46,Rural,138000
836,2104,7,1,345,1,2,5,0,0,0,1,0,2024,48,Rural,128500
892,7150,5,1,288,1,3,5,0,0,0,1,0,2024,57,Rural,100000
1120,10710,5,2,656,1,3,5,0,0,1,1,1,2024,58,Rural,148800
1718,12456,10,3,786,2,3,7,0,0,1,1,1,2024,18,Rural,337500
2772,14257,9,3,754,3,4,10,0,0,1,1,1,2024,17,Rural,462000
3140,13518,9,3,820,3,4,11,0,0,1,1,1,2024,16,Rural,485000
2402,15431,10,3,672,2,2,10,0,0,1,1,1,2024,16,Rural,555000
1652,13173,9,2,840,2,2,6,0,0,1,1,1,2024,18,Rural,325000
1600,14230,8,3,890,2,3,7,0,0,1,1,1,2024,17,Rural,256300
2042,12704,8,3,1390,2,3,8,0,0,1,1,1,2024,16,Rural,253293
2690,12350,9,3,864,2,3,8,0,0,1,1,1,2024,15,Rural,398800
2184,11308,9,3,836,2,3,10,0,0,1,1,1,2024,16,Rural,335000
2020,12350,9,3,896,2,3,7,0,0,1,1,1,2024,16,Rural,404000
2020,12220,10,3,900,2,3,9,0,0,1,1,1,2024,15,Rural,402861
2296,13478,10,3,842,2,3,10,0,0,1,1,1,2024,16,Rural,451950
2674,13693,10,3,762,2,2,8,0,0,1,1,1,2024,17,Rural,610000
2822,13891,9,3,1020,3,4,12,0,0,1,1,1,2024,16,Rural,582933
1736,11578,9,3,834,2,3,7,0,0,1,1,1,2024,16,Rural,360000
1782,16870,8,3,932,2,3,7,0,0,1,1,1,2024,20,Rural,296000
2520,23303,8,3,640,2,5,10,0,0,1,1,1,2024,17,Rural,409900
1717,11146,8,3,908,2,3,7,0,0,1,1,1,2024,18,Rural,255500
1743,10367,9,3,927,2,3,8,0,0,1,1,1,2024,16,Rural,335000
1713,9591,8,3,856,2,3,7,0,0,1,1,1,2024,20,Rural,274900
1531,10872,9,3,700,2,2,6,0,0,1,1,1,2024,18,Rural,300000
1808,13514,9,3,850,2,3,7,0,0,1,1,1,2024,16,Rural,324000
2224,8834,9,3,738,2,4,10,0,0,1,1,1,2024,20,Rural,350000
1836,11362,8,3,862,2,3,7,0,0,1,1,1,2024,20,Rural,280000
1629,10655,8,3,880,2,3,7,0,0,1,1,1,2024,21,Rural,284000
1760,12878,7,2,583,2,3,8,0,0,1,1,1,2024,21,Rural,269500
1502,9541,7,2,644,2,3,7,0,0,1,1,0,2024,15,Rural,233170
2392,13472,10,3,968,2,3,8,0,0,1,1,1,2024,21,Rural,386250
2452,15274,9,3,886,2,3,10,0,0,1,1,1,2024,21,Rural,445000
2400,13262,8,3,730,3,4,10,0,0,1,1,1,2024,21,Rural,290000
1606,9658,8,3,871,2,3,6,0,0,1,1,1,2024,18,Rural,255900
1358,6904,6,2,484,2,2,6,0,0,0,1,1,2024,19,Rural,213000
1306,5381,6,2,624,2,1,5,0,0,0,1,1,2024,19,Rural,196000
1306,5122,6,2,624,2,1,5,0,0,0,1,1,2024,19,Rural,184500
1358,10307,7,2,484,2,2,6,0,0,1,1,1,2024,17,Rural,212500
1314,5001,7,2,626,2,2,6,0,0,0,1,1,2024,17,Rural,230000
2492,14836,10,3,949,2,2,8,0,0,1,1,1,2024,20,Rural,552000
2200,15262,8,3,685,2,3,8,0,0,1,1,1,2024,21,Rural,382500
1884,7390,9,2,649,2,2,6,0,0,0,1,1,2024,16,Rural,320000
1456,6472,9,2,539,2,2,6,0,0,0,1,1,2024,16,Rural,248500
1712,16770,8,3,701,2,3,8,0,0,1,1,1,2024,22,Rural,286500
1324,6240,8,2,550,2,2,6,0,0,0,1,1,2024,18,Rural,254000
1405,3480,7,2,478,2,2,6,0,0,0,1,1,2024,21,Rural,173000
1626,2268,7,2,474,2,2,6,0,0,0,1,0,2024,21,Rural,173000
1456,10928,7,2,390,2,3,8,0,0,1,1,1,2024,19,Rural,184000
1490,8918,6,2,392,2,3,7,0,0,1,1,1,2024,19,Rural,167800
1484,12589,6,2,390,2,3,8,0,0,1,1,1,2024,19,Rural,174000
1560,11911,6,2,400,2,3,6,0,0,1,1,1,2024,19,Rural,174000
1555,3684,7,3,660,2,2,7,0,0,0,1,1,2024,17,Rural,174000
1569,3635,7,3,660,2,1,7,0,0,0,1,1,2024,17,Rural,175900
1555,3182,7,2,430,2,2,7,0,0,0,1,1,2024,19,Rural,192500
1504,3182,7,2,457,2,1,7,0,0,0,1,1,2024,19,Rural,181000
1220,3182,7,2,397,2,2,5,0,0,0,1,1,2024,19,Rural,180000
1145,3182,7,2,397,2,2,5,0,0,0,1,1,2024,19,Rural,160200
1432,7795,7,2,432,2,3,6,0,0,0,1,1,2024,20,Rural,188500
2267,8068,6,2,390,2,4,8,0,0,1,1,1,2024,22,Rural,200000
1374,9434,7,2,400,2,3,6,0,0,1,1,1,2024,20,Rural,170000
1630,7984,7,2,436,2,3,7,0,0,0,1,1,2024,20,Rural,189500
1419,7750,8,2,527,2,3,7,0,0,0,1,1,2024,22,Rural,184100
1594,10125,7,2,434,2,3,7,0,0,1,1,1,2024,20,Rural,195500
1489,8965,7,2,400,2,3,8,0,0,1,1,1,2024,21,Rural,192000
1342,8174,7,2,393,2,3,7,0,0,1,1,1,2024,21,Rural,178000
1314,5063,7,2,626,2,2,6,0,0,0,1,1,2024,17,Rural,207500
2256,8795,7,2,554,2,4,8,0,0,1,1,1,2024,24,Rural,236000
2004,12891,8,3,644,2,4,8,0,0,1,1,1,2024,22,Rural,257500
2054,12224,6,2,390,2,3,7,0,0,1,1,1,2024,24,Rural,244000
1374,9734,7,2,400,2,3,7,0,0,1,1,0,2024,20,Rural,167000
1800,8123,6,2,463,2,3,7,0,0,1,1,1,2024,24,Rural,179000
1514,8433,6,2,394,2,3,7,0,0,1,1,1,2024,24,Rural,190000
1430,7750,7,2,400,2,3,7,0,0,0,1,1,2024,25,Rural,156000
2312,15896,7,3,658,2,4,8,0,0,1,1,1,2024,25,Rural,245000
1675,24682,6,2,502,2,3,7,0,0,1,1,1,2024,25,Rural,181000
2060,8755,7,2,390,2,3,8,0,0,1,1,1,2024,25,Rural,214000
1430,7848,7,2,410,2,3,7,0,0,0,1,1,2024,25,Rural,168000
2365,9430,8,3,856,2,3,8,0,0,1,1,1,2024,25,Rural,337000
2794,15138,8,3,810,2,4,9,0,0,1,1,1,2024,29,Rural,403000
2687,12720,8,3,810,2,4,10,0,0,1,1,1,2024,24,Rural,327000
2450,16545,8,3,1069,2,3,7,0,0,1,1,1,2024,26,Rural,340000
2612,12203,8,3,676,2,4,8,0,0,1,1,1,2024,26,Rural,336000
2344,10208,7,3,889,2,3,7,0,0,1,1,1,2024,28,Rural,265000
2063,10750,8,3,815,2,3,7,0,0,1,1,1,2024,30,Rural,315000
2646,9900,7,3,656,2,4,9,0,0,1,1,1,2024,31,Rural,260000
2061,9085,7,2,647,2,3,7,0,0,1,1,1,2024,29,Rural,260000
2232,11692,8,2,623,2,3,8,0,0,1,1,1,2024,31,Rural,263550
2448,46589,8,3,711,2,4,8,0,0,1,1,1,2024,30,Rural,402000
1850,29959,7,2,467,2,3,7,0,0,1,1,1,2024,30,Rural,248000
1468,9612,8,3,898,2,3,6,0,0,1,1,1,2024,16,Rural,244600
1696,11194,8,3,972,2,3,7,0,0,1,1,0,2024,16,Rural,275000
1658,10206,8,3,726,2,3,7,0,0,1,1,1,2024,16,Rural,257500
1578,9262,8,3,840,2,3,7,0,0,1,1,1,2024,16,Rural,287090
1702,10130,8,3,844,2,3,7,0,0,1,1,1,2024,17,Rural,275500
1432,9139,8,2,492,2,3,7,0,0,1,1,1,2024,18,Rural,245000
1971,9675,7,2,689,2,3,8,0,0,1,1,1,2024,19,Rural,253000
2490,11128,9,3,795,2,2,9,0,0,1,1,1,2024,19,Rural,468000
1852,8640,7,2,644,2,3,7,0,0,1,1,1,2024,15,Rural,252678
1590,9000,8,2,676,2,3,6,0,0,1,1,0,2024,16,Rural,210000
1218,7862,6,2,676,2,2,4,0,0,0,1,0,2024,15,Rural,208300
1436,7993,7,2,529,2,3,6,0,0,0,1,0,2024,16,Rural,225000
1314,8640,8,2,552,2,3,6,0,0,1,1,0,2024,15,Rural,229456
1402,8640,7,2,625,2,3,7,0,0,1,1,0,2024,16,Rural,229800
1530,12606,9,3,984,2,3,7,0,0,1,1,1,2024,17,Rural,250000
1766,9187,9,3,478,2,2,7,0,0,1,1,1,2024,15,Rural,370878
1448,7500,8,2,692,2,2,6,0,0,0,1,1,2024,18,Rural,238500
2007,11003,10,3,812,2,3,10,0,0,1,1,1,2024,16,Rural,310000
1795,10603,8,3,782,2,3,8,0,0,1,1,1,2024,18,Rural,270000
1953,10574,8,3,1043,2,3,9,0,0,1,1,1,2024,19,Rural,252000
1550,8125,7,2,438,2,2,7,0,0,1,1,0,2024,18,Rural,241000
1836,8125,8,2,517,2,3,8,0,0,1,1,1,2024,16,Rural,264500
1662,10625,7,3,711,2,3,8,0,0,1,1,1,2024,18,Rural,291000
2094,9375,7,2,615,2,4,8,0,0,1,1,1,2024,21,Rural,263000
1221,7500,7,2,400,2,2,6,0,0,0,1,0,2024,20,Rural,185000
1553,8736,7,2,588,2,3,6,0,0,1,1,0,2024,21,Rural,234500
1653,8127,7,2,628,2,3,6,0,0,1,1,0,2024,21,Rural,209000
1218,9605,7,2,576,1,3,6,0,0,1,1,0,2024,17,Rural,159000
1141,7500,7,2,484,1,3,6,0,0,0,1,0,2024,18,Rural,152000
1158,7500,6,0,0,1,3,5,0,0,0,0,0,2024,20,Rural,143500
1812,10628,7,2,478,2,3,8,0,0,1,1,0,2024,20,Rural,193000
1512,10141,8,3,845,2,3,6,0,0,1,1,0,2024,20,Rural,203000
1200,10083,7,2,555,2,2,5,0,0,1,1,0,2024,21,Rural,184900
1114,13072,7,2,576,1,3,6,0,0,1,1,0,2024,20,Rural,159000
1114,13072,5,0,0,1,3,6,0,0,1,0,0,2024,20,Rural,142000
1114,12450,5,2,576,2,3,6,0,0,1,1,0,2024,21,Rural,153000
1450,7328,7,3,788,2,2,6,0,0,0,1,0,2024,16,Rural,224243
2122,11492,7,2,559,2,4,8,0,0,1,1,1,2024,28,Rural,220000
1844,10994,8,2,620,2,2,7,0,0,1,1,1,2024,19,Rural,257000
1434,8529,7,2,527,2,3,6,0,0,1,1,1,2024,23,Rural,189000
1730,7703,6,2,528,2,3,6,0,0,0,1,0,2024,32,Rural,171500
1217,10762,6,1,288,1,3,6,0,0,1,1,1,2024,44,Rural,120000
1332,7175,6,2,542,2,2,5,0,0,0,1,0,2024,34,Rural,145000
1540,9109,7,2,495,2,3,6,0,0,1,1,0,2024,30,Rural,184000
1400,10274,6,2,465,2,3,6,0,0,1,1,0,2024,38,Rural,162000
1882,8250,6,2,612,2,4,8,0,0,1,1,1,2024,43,Rural,160000
841,8400,4,1,294,1,2,4,0,1,1,1,0,2024,74,Urban,82000
784,9000,6,2,360,1,2,5,0,1,1,1,0,2024,96,Urban,76000
980,9750,5,2,400,1,3,5,0,0,1,1,0,2024,62,Rural,110000
980,7064,5,2,484,1,3,6,0,0,0,1,0,2024,47,Rural,135000
864,8499,5,2,732,1,3,5,0,0,1,1,0,2024,63,Rural,141000
864,9079,5,1,440,1,2,5,0,0,1,1,0,2024,63,Rural,122000
1020,9316,5,1,288,2,3,5,0,0,1,1,0,2024,59,Rural,124100
912,7791,5,1,300,1,3,6,0,0,0,1,0,2024,61,Rural,129000
1144,10000,5,1,264,1,3,6,0,0,1,1,1,2024,63,Rural,131400
864,8281,5,1,360,1,3,5,0,0,1,1,1,2024,59,Rural,62383
912,7150,5,1,252,1,3,6,0,0,0,1,0,2024,62,Rural,123000
2014,15676,8,3,864,2,2,6,0,0,1,1,1,2024,44,Rural,275000
1755,11949,7,2,524,2,3,7,0,0,1,1,1,2024,33,Rural,235000
3005,2880,7,3,704,2,3,9,0,0,0,1,1,2024,20,Rural,280750
1224,3951,6,2,528,2,2,4,0,0,0,1,0,2024,15,Rural,164500
1224,3000,6,2,528,2,2,4,0,0,0,1,0,2024,15,Rural,173733
1726,3830,6,2,561,2,2,6,0,0,0,1,1,2024,16,Rural,222000
1256,4217,6,2,641,1,1,5,0,0,0,1,1,2024,16,Rural,195000
1471,3230,6,2,440,2,3,6,0,0,0,1,0,2024,25,Rural,172500
1512,2998,6,2,440,2,2,4,0,0,0,1,0,2024,24,Rural,180000
1452,3768,7,2,506,2,3,6,0,0,0,1,0,2024,25,Rural,156000
1739,2645,8,2,480,2,3,7,0,0,0,1,0,2024,25,Rural,172500
1694,14694,8,2,642,2,2,5,0,0,1,1,1,2024,47,Rural,318750
1226,3782,8,2,484,1,1,4,0,0,0,1,1,2024,43,Rural,211500
1740,15417,7,2,540,1,2,7,0,0,1,1,0,2024,43,Rural,241600
2499,9600,8,2,527,2,4,5,0,0,1,1,1,2024,48,Rural,180500
1620,9991,4,2,490,2,3,8,0,0,1,1,1,2024,48,Rural,150000
1556,11700,6,2,441,1,4,8,0,0,1,1,0,2024,56,Rural,154000
1442,11717,6,2,615,2,2,6,0,0,1,1,1,2024,54,Rural,185000
1489,9156,6,2,462,2,3,7,0,0,1,1,1,2024,56,Rural,185750
2090,10382,7,2,484,2,3,7,0,0,1,1,1,2024,51,Rural,200000
2067,12732,7,2,784,2,3,7,0,0,1,1,1,2024,50,Rural,206000
1395,12936,6,2,497,1,3,6,0,0,1,1,1,2024,52,Rural,162000
2640,10400,6,2,515,2,5,8,0,0,1,1,1,2024,57,Rural,256900
1724,17871,6,2,480,1,3,7,0,0,1,1,1,2024,57,Rural,197900
1336,9600,5,2,502,2,3,6,0,0,1,1,1,2024,55,Rural,163000
1216,9000,6,1,336,1,3,5,0,0,1,1,0,2024,55,Rural,113000
2288,13774,7,2,520,1,4,8,0,0,1,1,1,2024,47,Rural,230000
1334,9650,6,2,630,2,2,6,0,0,1,1,1,2024,47,Rural,167900
1680,10140,7,2,583,2,3,7,0,0,1,1,1,2024,26,Rural,213250
1665,8400,8,2,528,2,3,6,0,0,1,1,0,2024,23,Rural,227000
864,7130,5,1,312,1,2,5,0,0,0,1,0,2024,57,Rural,130000
1568,9600,5,2,440,1,3,7,0,0,1,1,0,2024,57,Rural,143000
925,9100,5,1,429,1,2,5,0,0,1,1,0,2024,59,Rural,117500
2061,9600,7,2,498,2,4,8,0,0,1,1,1,2024,50,Rural,168500
1320,16500,6,2,495,2,3,5,0,0,1,1,1,2024,53,Rural,172500
1342,9790,6,2,457,2,3,7,0,0,1,1,1,2024,57,Rural,161500
894,7436,4,2,396,1,2,5,0,0,0,1,1,2024,64,Rural,141500
864,8125,5,1,308,1,3,5,0,0,1,1,0,2024,65,Rural,118000
864,9100,6,1,300,1,2,5,0,0,1,1,0,2024,65,Rural,127500
1362,9450,4,3,768,1,3,6,0,0,1,1,1,2024,67,Rural,140000
1728,13495,5,2,576,2,3,7,0,0,1,1,1,2024,68,Rural,177625
1776,11475,5,3,888,2,4,9,0,0,1,1,0,2024,66,Rural,110000
1516,10004,6,2,472,1,3,6,0,0,1,1,0,2024,60,Rural,167000
1313,9350,5,2,610,1,3,6,0,0,1,1,1,2024,63,Rural,153000
1292,10500,5,2,520,1,3,6,0,0,1,1,1,2024,60,Rural,145100
1154,11000,5,2,480,1,3,6,0,0,1,1,1,2024,58,Rural,154000
2140,8970,5,2,549,2,4,7,0,0,1,1,1,2024,59,Rural,177500
1445,12095,6,2,645,1,3,7,0,0,1,1,1,2024,60,Rural,158000
1041,9600,5,1,270,1,3,6,0,0,1,1,0,2024,65,Rural,124500
1576,11475,6,2,368,1,4,7,0,0,1,1,1,2024,63,Rural,174500
960,9768,5,1,330,1,2,5,0,0,1,1,0,2024,69,Rural,122000
708,5330,4,0,0,1,2,5,0,0,0,0,0,2024,84,Rural,82500
1203,7015,5,1,352,1,3,5,0,0,0,1,1,2024,74,Rural,110000
1505,12160,6,2,505,1,2,6,0,0,1,1,1,2024,71,Rural,149500
1691,9900,6,2,550,1,2,5,0,0,1,1,0,2024,57,Rural,175000
1644,9600,6,2,418,1,3,7,0,0,1,1,1,2024,71,Rural,167000
1050,9600,5,1,338,1,2,5,0,0,1,1,0,2024,68,Rural,128900
1668,9600,6,1,271,1,3,6,0,0,1,1,0,2024,74,Rural,140000
1113,9600,5,1,264,1,3,5,0,0,1,1,1,2024,74,Rural,147000
1584,8944,5,3,792,2,4,8,0,0,1,1,0,2024,57,Rural,124000
1453,10573,6,2,530,2,3,6,0,0,1,1,1,2024,63,Rural,187500
1394,9500,6,2,514,1,3,6,0,0,1,1,1,2024,61,Rural,159000
1567,14695,6,2,542,2,2,5,0,0,1,1,1,2024,58,Rural,256000
1986,13600,7,2,486,2,3,7,0,0,1,1,1,2024,59,Rural,205000
2142,13000,6,1,509,2,4,8,0,0,1,1,1,2024,56,Rural,193500
1392,13560,6,2,576,1,2,5,0,0,1,1,1,2024,56,Rural,110000
1738,12513,4,1,368,2,4,7,0,0,1,1,1,2024,104,Rural,104900
1144,8760,5,1,286,1,3,6,0,0,1,1,0,2024,68,Rural,150000
1478,8400,6,2,442,1,3,6,0,0,1,1,1,2024,67,Rural,156500
1329,12285,7,2,441,1,3,5,0,0,1,1,1,2024,64,Rural,176000
988,9240,6,1,297,2,3,6,0,0,1,1,0,2024,65,Rural,149500
1632,9600,6,1,338,2,3,6,0,0,1,1,1,2024,66,Rural,139000
1215,12400,6,1,297,1,3,6,0,0,1,1,0,2024,66,Rural,155000
1202,8750,5,1,304,1,3,6,0,0,1,1,0,2024,68,Rural,120000
1382,8750,5,1,350,1,3,6,0,0,1,1,0,2024,69,Rural,153000
1200,10400,4,1,294,1,3,6,0,0,1,1,1,2024,68,Rural,144000
1382,19296,6,2,884,1,3,6,0,0,1,1,1,2024,62,Rural,176000
1297,8532,5,2,498,1,3,5,0,0,1,1,1,2024,70,Rural,153000
1866,9482,5,2,495,2,4,8,0,0,1,1,0,2024,66,Rural,135000
1062,8128,6,1,297,1,3,6,0,0,1,1,0,2024,70,Rural,131000
1319,10634,5,1,270,1,3,5,0,0,1,1,0,2024,71,Rural,123000
1112,13070,5,2,480,1,2,5,0,0,1,1,0,2024,73,Rural,126000
1005,10434,4,2,672,1,2,5,0,0,1,1,1,2024,69,Rural,115000
1363,14559,5,1,288,1,2,6,0,0,1,1,1,2024,73,Rural,164900
793,8480,5,1,240,1,2,4,0,0,1,1,0,2024,79,Rural,113000
1031,7626,5,1,230,1,2,5,0,0,0,1,0,2024,72,Rural,145500
1210,9533,5,1,616,1,2,7,0,0,1,1,0,2024,71,Rural,102900
1699,10615,3,2,420,2,3,7,0,0,1,1,0,2024,124,Rural,95000
1527,11419,7,2,410,1,3,6,0,0,1,1,1,2024,76,Rural,152500
1200,9600,5,1,246,1,3,6,0,0,1,1,0,2024,74,Rural,129900
972,8000,6,1,240,1,2,5,0,0,0,1,1,2024,76,Rural,132000
792,5470,3,1,366,1,2,4,0,0,0,1,0,2024,66,Rural,99900
1656,10410,5,1,180,2,3,8,0,0,1,1,0,2024,108,Rural,135000
1352,10800,5,2,720,2,4,7,0,0,1,1,0,2024,85,Rural,149000
1039,8146,4,1,281,1,2,6,0,0,1,1,0,2024,124,Rural,114000
792,9022,5,1,240,1,2,5,0,0,1,1,0,2024,100,Rural,109500
1078,10230,5,1,264,1,3,6,0,0,1,1,0,2024,99,Rural,125000
2377,10410,4,2,528,2,3,8,0,0,1,1,1,2024,109,Rural,142900
1690,7200,7,2,624,2,4,5,0,0,0,1,0,2024,114,Rural,156500
599,5400,2,0,0,1,2,4,0,0,0,0,0,2024,84,Rural,59000
1374,5400,4,1,338,1,2,6,0,0,0,1,0,2024,104,Rural,105000
846,10800,5,2,576,1,2,4,0,0,1,1,0,2024,104,Rural,106000
725,10800,3,1,320,1,1,4,0,0,1,1,0,2024,134,Rural,78500
2544,9671,6,3,907,2,6,12,0,0,1,1,0,2024,55,Rural,190000
1380,10143,6,1,364,1,3,6,0,0,1,1,0,2024,61,Rural,154000
1040,11500,6,2,480,1,3,6,0,0,1,1,1,2024,57,Rural,163000
2634,11643,5,4,968,2,6,12,0,0,1,1,0,2024,55,Rural,200000
951,8010,6,2,480,1,2,6,0,0,1,1,0,2024,66,Rural,143500
1105,10454,6,1,308,1,3,5,0,0,1,1,0,2024,67,Rural,135000
1306,8712,5,1,756,1,2,5,0,0,1,1,0,2024,67,Rural,153000
1478,17600,6,2,498,2,3,6,0,0,1,1,1,2024,64,Rural,157500
1142,9000,6,1,384,1,2,5,0,0,1,1,1,2024,66,Rural,113500
1268,12144,5,1,288,1,3,6,0,0,1,1,1,2024,75,Rural,133000
1040,8544,3,2,400,2,2,6,0,0,1,1,0,2024,74,Rural,92900
1133,8064,6,2,900,1,3,5,0,0,1,1,0,2024,74,Rural,128500
1040,7200,4,2,420,2,2,6,0,0,0,1,0,2024,75,Rural,90000
1904,7200,5,1,240,1,3,7,0,0,0,1,0,2024,74,Rural,138000
1041,7350,5,1,294,1,3,6,0,0,0,1,0,2024,66,Rural,128000
1339,7560,5,1,294,1,3,6,0,0,0,1,0,2024,66,Rural,139000
732,7200,5,1,240,1,2,4,0,0,0,1,0,2024,72,Rural,118900
1183,8000,5,1,288,1,3,6,0,0,0,1,0,2024,65,Rural,138000
1148,7931,5,1,672,1,3,6,0,0,0,1,0,2024,65,Rural,132500
1461,10800,4,1,384,2,4,6,0,0,1,1,0,2024,75,Rural,133500
1495,8064,6,2,576,1,3,6,0,0,1,1,0,2024,76,Rural,135000
1806,7570,6,2,483,1,4,8,0,0,0,1,0,2024,60,Rural,144750
941,8604,5,2,564,1,2,4,0,0,1,1,0,2024,46,Rural,145000
1045,7936,6,1,264,1,3,6,0,0,0,1,1,2024,61,Rural,127000
894,6600,5,1,308,1,2,5,0,0,0,1,0,2024,62,Rural,109500
1224,3950,6,1,210,1,3,5,1,1,0,1,0,2024,98,Urban,115000
1230,10440,5,2,440,1,2,5,1,1,1,1,0,2024,114,Urban,110000
1378,4080,6,1,162,1,3,6,1,1,0,1,0,2024,89,Urban,128900
